indiv_id,trip_id,origin_taz,destination_taz,origin_departure_time,destination_arrival_time,travel_distance,origin_node,destination_node
84189,135166,691,2297,1701,1715,6,691,2297
82297,132172,691,2266,1601,1610,3,622,1287
92439,147720,691,2332,1509,1540,15,1891,2332
76547,123173,691,2356,701,737,9,691,935
35999,58866,691,2352,942,1019,18,691,1650
95386,152171,691,2287,1219,1231,5,622,1429
34329,56292,691,2339,2020,2050,19,630,2339
81702,131272,691,2306,1235,1252,8,691,2225
28557,46836,691,2289,1053,1104,5,698,735
32880,53956,691,308,1115,1126,3,698,301
3744,5967,691,2321,2005,2028,10,691,1765
96423,153755,691,595,1630,1640,5,691,595
97388,155105,691,2412,715,730,9,698,1723
71864,115771,691,1993,1520,1539,10,1891,1993
76990,123835,691,1358,1341,1349,3,622,1358
57236,92732,691,2319,920,944,12,698,2318
72289,116430,691,2270,1519,1538,14,630,1688
76562,123203,691,2285,540,550,4,630,729
6296,10172,691,2396,1433,1511,28,691,1975
74453,119995,691,810,1931,1937,3,630,766
98279,156469,691,810,1258,1304,3,691,793
68079,109680,691,2253,934,940,3,1891,383
80587,129446,691,815,1250,1259,4,691,931
73519,118518,691,2332,1732,1803,15,698,1701
15458,25391,691,1998,716,730,8,698,2022
79307,127570,691,2295,1813,1827,6,691,251
43449,70839,691,1358,1133,1141,3,691,2452
87540,140447,691,2266,526,535,3,1891,707
62083,100237,691,815,1044,1053,4,622,932
39984,65334,691,1999,2021,2034,7,622,2146
38596,63041,691,2289,1408,1419,5,630,2403
15844,26000,691,331,741,749,3,1891,377
71932,115872,691,2272,1310,1320,5,1891,335
29940,49069,691,2269,1931,1951,12,1891,1674
2485,3948,691,2253,940,946,3,698,2253
43550,70969,691,2382,1827,1907,27,691,188
23445,38662,691,2339,1522,1552,19,691,1400
13526,22174,691,2301,1754,1809,7,622,115
86716,139244,691,595,1342,1352,5,622,1871
81722,131308,691,594,1521,1527,4,1891,594
996,1625,691,2327,851,906,8,622,412
20930,34477,691,2319,1056,1120,12,630,1714
73271,118124,691,1995,1845,1858,7,1891,936
10637,17601,691,2359,1816,1900,27,1891,1878
78694,126602,691,1358,1310,1318,3,1891,1358
16839,27716,691,2262,948,955,3,622,2262
37741,61627,691,2355,1900,1929,27,1891,2058
8142,13159,691,2293,944,956,5,1891,2293
76000,122315,691,2306,613,630,8,691,1793
22215,36608,691,595,2012,2022,5,622,1871
86418,138786,691,1995,1300,1313,7,630,912
15033,24729,691,94,1038,1049,4,691,94
96677,154140,691,2289,1940,1951,5,698,735
31119,51068,691,816,1605,1615,5,1891,959
76962,123786,691,1999,1548,1601,7,1891,2144
63404,102342,691,2289,738,749,5,630,2289
24156,39776,691,851,1100,1112,7,622,1800
54522,88377,691,1993,1604,1623,10,698,2431
80331,129124,691,2291,1840,1851,4,691,2291
85578,137380,691,2373,1005,1046,34,1891,2450
71517,115180,691,2328,807,825,9,622,1107
79313,127577,810,1790,947,957,5,1291,550
75388,121387,810,671,1020,1032,5,802,732
25185,41382,810,1997,1726,1741,6,1291,2152
20725,34174,810,2273,723,736,6,781,1210
66691,107481,810,2326,1433,1452,10,2426,2326
51188,83132,810,492,1311,1321,3,810,1872
91571,146426,810,635,1736,1743,3,785,599
14351,23495,810,2322,1742,1810,13,785,1143
73171,117932,810,635,1416,1423,3,781,599
84236,135238,810,153,1418,1453,17,776,110
3308,5285,810,691,1214,1221,3,793,622
26001,42714,810,851,1153,1201,4,776,1802
93936,149998,810,2253,1425,1434,5,781,2253
34061,55817,810,1461,938,946,4,2426,1461
50021,81274,810,2283,641,705,15,802,1300
51062,82907,810,1997,546,601,6,778,496
19304,31729,810,2259,740,748,4,804,374
47176,76694,810,691,1132,1139,3,766,622
20361,33588,810,545,1413,1424,5,765,545
81355,130744,810,691,1033,1040,3,793,630
20727,34176,810,1461,946,954,4,810,1461
37185,60744,810,84,2124,2149,18,776,1344
36057,58961,810,545,910,921,5,804,682
49117,79847,810,537,1033,1040,4,766,1889
17571,29012,810,1768,1216,1228,4,802,897
35724,58477,810,492,1514,1524,3,769,1948
44642,72661,810,2258,1200,1210,5,766,368
14543,23829,810,2389,1221,1254,21,778,1695
68318,110064,810,308,1019,1033,5,765,297
60389,97451,810,492,1719,1729,3,804,1002
62953,101674,810,2329,2001,2020,11,2426,198
20543,33876,810,2350,904,919,4,769,2350
78177,125772,810,492,1518,1528,3,810,1952
20889,34423,810,331,658,708,4,781,377
96776,154273,810,1993,1127,1145,7,769,2411
72115,116175,810,2316,1047,1119,12,804,1195
27582,45162,810,1768,1055,1107,4,778,904
17568,29009,810,2312,1048,1109,10,769,451
93437,149090,810,2267,1322,1338,10,766,1582
69005,111089,810,2280,1240,1259,12,785,1565
26005,42718,810,671,1732,1744,5,793,671
72375,116575,810,851,1026,1034,4,793,2044
18375,30282,810,99,2018,2032,6,769,2398
53973,87521,810,2297,1908,1924,8,1291,2297
4709,7481,810,2291,2004,2019,7,1291,2291
16366,26950,810,1772,1706,1717,5,785,1882
34655,56824,810,545,658,709,5,1291,681
54301,88037,810,2272,1321,1331,5,1291,361
33576,55040,810,595,1813,1823,4,766,1945
42073,68622,810,2161,2209,2219,4,802,645
47522,77230,810,1788,1522,1531,5,781,1788
70717,113859,810,2291,1054,1109,7,759,2291
83779,134527,810,2329,1247,1306,11,804,1112
12397,20404,810,2412,806,816,6,802,1722
12838,21044,810,436,1139,1149,5,765,917
82295,132170,810,691,1906,1913,3,810,630
71886,115809,810,554,1108,1121,6,785,920
58279,94365,810,545,1513,1524,5,1291,681
11866,19597,810,545,1334,1345,5,810,670
91584,146441,810,1790,1437,1447,5,804,544
25999,42712,810,1998,557,608,6,766,2022
42108,68675,810,2256,1518,1529,6,778,2256
64395,103910,811,2350,742,752,4,831,2005
9535,15619,811,2163,1037,1046,4,787,476
1695,2709,811,671,1345,1359,6,888,751
41195,67270,811,537,905,914,5,1987,1890
28306,46412,811,2265,757,804,3,799,727
6527,10594,811,923,1501,1511,4,861,923
88960,142527,811,2261,1636,1646,4,1957,2261
19240,31641,811,83,627,657,20,1294,1813
11435,18906,811,1787,711,722,6,1294,592
81200,130500,811,2163,706,715,4,861,452
54119,87718,811,2259,624,634,5,567,450
29143,47727,811,331,1442,1454,5,1994,408
92266,147486,811,1769,722,734,5,1994,1769
36070,58979,811,492,559,611,5,1956,1002
38162,62320,811,528,1538,1550,6,799,1895
26942,44239,811,1461,728,738,5,811,1461
80395,129201,811,1790,1127,1139,6,1294,563
43616,71099,811,2259,1953,2003,5,1294,657
81518,130965,811,1790,1753,1805,6,2002,550
84716,136009,811,2350,626,636,4,861,906
18787,30889,811,2250,2124,2134,5,831,379
13655,22368,811,528,617,629,6,1955,1893
14614,23947,811,1790,850,902,6,857,551
72423,116685,811,2306,1746,1809,12,888,2222
64392,103907,811,1998,1208,1224,8,1990,456
48849,79403,811,2314,1009,1029,10,831,2205
29492,48295,811,536,1249,1259,5,2002,763
56947,92265,811,1051,827,836,4,1990,624
36145,59089,811,2350,1011,1021,4,1984,860
33743,55346,811,1131,804,830,13,1294,15
56429,91434,811,1787,1814,1825,6,811,542
76058,122405,811,1995,1522,1533,4,861,1962
82414,132364,811,691,1534,1543,4,1956,698
35284,57782,811,594,1508,1516,4,1295,463
39518,64451,811,514,1239,1248,3,1990,1924
14095,23059,811,2261,1438,1448,4,787,510
63857,103087,811,2350,708,718,4,892,870
1217,2009,811,434,936,942,3,1294,541
92125,147291,811,1788,1137,1148,6,787,559
11952,19735,811,2159,835,845,5,861,2159
33169,54349,811,492,911,923,5,567,1001
50661,82277,811,923,1140,1150,4,892,923
56590,91674,811,923,933,943,4,1955,599
9743,16029,811,1769,557,609,5,799,1769
62278,100518,811,1757,941,954,6,567,1888
34423,56443,811,514,1224,1233,3,1994,779
85917,137947,811,851,1453,1507,7,1984,706
13839,22685,811,691,734,743,4,1955,630
81565,131072,811,2162,946,954,4,889,460
35693,58442,811,923,817,827,4,799,599
15515,25500,811,2263,626,634,4,787,1004
13657,22370,811,84,918,948,19,799,1401
12031,19874,811,2321,542,610,14,1295,1145
71737,115523,811,2253,614,625,6,857,1913
77359,124395,811,2265,950,957,3,1990,737
58588,94846,811,528,850,902,6,1987,1895
88975,142559,811,536,1912,1922,5,2002,714
226,348,811,2325,1145,1210,13,799,1851
26028,42777,811,2163,957,1006,4,828,476
62706,101258,811,851,1420,1434,7,889,2026
12828,21026,811,2272,947,959,6,1994,1944
64198,103626,811,1790,534,546,6,828,609
56593,91677,811,2330,1430,1454,13,888,571
48331,78534,811,2280,635,656,13,1294,1255
90847,145426,811,2280,2317,2338,13,1990,1599
60157,97121,811,514,1230,1239,3,831,514
14202,23254,811,2266,931,941,4,799,1290
35817,58604,811,1787,1448,1459,6,799,619
80285,129058,811,671,1123,1137,6,889,679
48002,77997,811,2272,1006,1018,6,1984,360
37875,61819,811,1790,856,908,6,831,551
470,741,811,2254,851,903,6,1987,1912
92624,147999,811,2161,955,1007,6,1294,2161
13817,22658,811,2273,1103,1118,8,828,1211
62698,101250,811,2163,950,959,4,861,476
12586,20682,815,575,1109,1120,5,877,1130
71854,115757,815,308,1423,1440,6,879,699
27508,45070,815,545,1203,1217,6,927,670
66675,107450,815,2277,1701,1719,12,930,203
82615,132748,815,2320,2058,2125,16,2427,2077
21508,35419,815,2326,1012,1033,11,927,1110
65906,106261,815,244,1904,1924,10,2428,1024
12510,20602,815,2262,1639,1649,4,2429,403
28058,45970,815,2159,1508,1519,5,875,2159
12051,19911,815,2264,948,956,3,819,1925
69159,111342,815,595,841,851,5,901,2192
91456,146271,815,1131,557,623,13,876,1131
50988,82763,815,2327,653,713,11,1253,175
3757,5982,815,1774,654,708,7,2430,1774
32099,52702,815,851,1639,1651,5,901,2045
8733,14210,815,2389,1827,1904,22,815,1628
95969,153018,815,1790,1930,1942,6,879,651
11411,18870,815,543,1145,1153,3,2429,753
21275,35002,815,2271,812,836,16,925,2271
95599,152483,815,331,1005,1018,5,876,357
61298,98933,815,2373,2012,2046,30,884,2445
2484,3947,815,691,513,523,4,1292,630
77813,125175,815,2350,1602,1615,3,885,902
36331,59385,815,1790,1144,1156,6,934,627
95891,152900,815,691,1631,1641,4,865,1891
60059,96983,815,2285,920,937,8,877,506
60540,97706,815,1358,1453,1509,7,932,2452
92692,148091,815,2355,1214,1245,26,925,2057
28449,46654,815,691,1149,1159,4,865,698
1753,2793,815,1051,1039,1049,5,925,553
85110,136679,815,2329,719,741,12,884,2329
82883,133126,815,2328,943,1006,12,877,1105
21513,35424,815,554,1849,1905,7,1296,1885
72936,117547,815,545,549,603,6,1296,1894
21932,36101,815,2262,1521,1531,4,1296,494
11472,18970,815,691,1631,1641,4,815,630
42994,70082,815,2352,1257,1334,18,1253,2107
15776,25907,815,2356,1011,1047,8,930,1267
10973,18161,815,157,845,905,11,934,1759
26049,42828,815,2262,1405,1415,4,819,491
69372,111666,815,2163,720,730,4,927,476
92511,147812,815,2352,1648,1725,18,2429,2098
72976,117602,815,2350,1230,1243,3,869,2005
6088,9879,815,2259,1145,1156,5,929,1900
8975,14643,815,2257,814,828,6,928,440
233,355,815,1774,1459,1513,7,875,1886
62028,100166,815,851,1245,1257,5,875,2018
65598,105771,815,2373,1042,1116,30,844,1963
75079,120939,815,2162,1812,1821,4,881,1902
73446,118402,815,166,1330,1356,14,864,1126
62762,101332,815,1997,653,707,7,1296,472
92827,148273,815,492,1159,1210,5,877,1948
1274,2089,815,143,1523,1548,14,865,1553
79691,128179,815,2350,1626,1639,3,844,2012
52170,84666,815,2332,1435,1513,19,875,2332
35860,58668,815,2330,1617,1642,14,876,131
29843,48941,815,2352,2307,2344,18,927,1654
47847,77697,815,327,1630,1653,11,2427,1015
57404,92963,815,923,857,907,4,934,923
65600,105773,815,1999,1112,1125,6,815,2146
655,1057,815,2279,1227,1248,14,1296,1677
50993,82768,815,1787,1414,1426,6,840,542
67391,108587,815,2327,755,815,11,934,532
91890,146894,815,554,1429,1445,7,875,1885
73426,118373,815,1051,1512,1522,5,1253,1051
40380,65911,815,2350,1555,1608,3,932,908
93769,149681,815,1774,1228,1242,7,2430,1886
73028,117682,815,2373,1441,1515,30,876,2451
5785,9384,815,2163,1225,1235,4,844,476
65584,105741,815,2159,1626,1637,5,901,2159
12340,20310,815,2250,750,801,5,931,379
26440,43499,815,2350,1315,1328,3,2427,896
12655,20763,815,492,1108,1119,5,840,1003
44220,72006,815,2350,1318,1331,3,927,2004
69900,112538,815,1790,1911,1923,6,901,609
40173,65627,815,2263,1330,1339,4,2427,516
24407,40216,815,2267,1237,1255,11,2430,1583
26101,42942,815,2288,946,1005,9,2430,2204
96531,153924,815,1790,918,930,6,876,612
9751,16078,815,2265,736,744,3,879,727
11611,19187,815,331,1359,1412,5,925,385
69518,111910,815,1788,929,941,6,2427,547
59057,95491,815,514,753,803,3,934,514
66929,107844,815,537,1247,1257,5,2428,1903
82183,131999,815,1997,1337,1351,7,901,515
55268,89594,815,528,2116,2129,6,1292,528
41724,68014,815,2356,910,946,8,865,2355
13160,21513,815,528,1548,1601,6,879,2459
20648,34067,815,157,1125,1145,11,929,1739
58633,94902,815,2339,1325,1355,21,1292,1343
68698,110638,815,2273,653,707,7,819,267
55266,89592,815,595,812,822,5,934,1934
54545,88412,815,2266,1929,1940,3,877,1290
9127,14910,815,157,1534,1554,11,901,1737
98708,157046,815,1999,1112,1125,6,875,2144
50563,82080,815,1993,823,835,6,925,922
23860,39302,815,1997,729,743,7,884,495
87420,140289,815,2277,1526,1544,12,1296,203
77321,124345,815,2389,1146,1223,22,931,197
4324,6848,816,2262,703,713,3,590,490
75896,122163,816,2267,1126,1140,7,957,1568
26341,43306,816,575,1217,1232,6,1489,534
78236,125871,816,923,1703,1717,5,687,923
70626,113706,816,2163,638,650,5,960,476
64976,104844,816,2260,1543,1554,4,243,480
95177,151843,816,2272,842,850,3,692,1217
83199,133613,816,2162,2149,2200,4,958,460
29512,48317,816,1787,924,939,7,957,540
31117,51066,816,2254,1252,1306,5,957,1909
40321,65829,816,1790,811,827,7,590,550
58972,95374,816,2262,840,850,3,590,403
51289,83264,816,2262,722,732,3,497,359
51287,83262,816,2281,500,520,12,1239,1818
90029,144130,816,2163,834,846,5,816,453
29545,48371,816,2162,1727,1738,4,1238,2162
51155,83077,816,815,2054,2104,4,960,879
27857,45668,816,545,803,820,7,1489,1894
67451,108670,816,514,1958,2008,3,959,1924
67445,108664,816,2327,941,1000,8,687,234
94241,150420,816,2250,1320,1332,5,687,334
13289,21750,816,851,1812,1818,3,1239,1799
67447,108666,816,691,1442,1455,5,958,622
99398,158016,816,923,632,646,5,1238,923
17462,28809,816,691,645,658,5,1239,698
22661,37385,816,157,548,604,10,243,1751
18271,30131,816,1997,1050,1100,3,960,1232
26188,43081,816,528,950,1007,7,816,2459
75885,122142,816,2329,622,643,10,816,1122
62607,101061,816,851,1029,1035,3,1239,955
41640,67903,851,2273,928,940,6,2041,2273
50072,81330,851,1999,2036,2044,4,100,2143
80057,128717,851,2359,2222,2304,26,718,2244
79558,127959,851,2380,1038,1125,31,2041,2380
18003,29718,851,1997,1302,1311,4,2046,496
93622,149419,851,2355,1203,1227,21,708,2054
42010,68529,851,2355,848,912,21,708,1319
16359,26940,851,2253,2028,2042,7,478,2253
52450,85155,851,2355,958,1022,21,2041,2059
5694,9197,851,514,2202,2213,5,814,779
14752,24185,851,1995,2259,2315,8,708,1961
24997,41123,851,2273,1243,1255,6,2014,1212
26328,43284,851,1997,1230,1239,4,783,2008
24021,39561,851,2338,1712,1742,18,2023,1496
78107,125672,851,2265,1331,1342,5,2043,727
72029,116057,851,2335,2103,2135,19,718,1449
84579,135773,851,2275,1419,1431,7,2037,2127
73318,118199,851,2396,1123,1155,24,2015,1976
27797,45552,851,545,1413,1430,8,2015,673
6555,10633,851,514,1113,1124,5,2017,1924
60603,97807,851,1790,820,836,9,2028,609
59915,96775,851,1999,1058,1106,4,2045,2142
67676,109100,851,2358,1508,1544,29,838,507
64170,103596,851,2273,2120,2132,6,1796,291
73601,118638,851,2339,1555,1622,19,814,2339
70528,113533,851,1348,1422,1446,10,2018,868
38923,63550,851,157,1323,1335,7,955,1761
72077,116121,851,157,1556,1608,7,2023,1727
93670,149524,851,1051,1234,1247,7,2043,624
68736,110715,851,2162,823,835,6,783,1902
36757,60072,851,2275,1646,1658,7,838,2133
39355,64161,851,2412,1259,1306,3,1801,2051
93461,149116,851,2273,1222,1234,6,2037,1211
66700,107494,851,2277,1720,1735,10,821,1263
10470,17326,851,308,1047,1106,7,824,1915
89454,143223,851,2389,1609,1638,17,2025,1695
30266,49669,851,1774,2323,2341,9,747,1886
89442,143199,851,2272,1659,1710,6,2017,1157
73635,118683,851,923,1509,1523,7,2013,923
80346,129143,851,2273,1247,1259,6,747,2273
47435,77121,851,811,1527,1541,7,2023,1990
52255,84804,851,2332,1857,1939,21,2041,1711
67892,109416,851,1997,1746,1755,4,2023,1997
44940,73114,851,2387,1643,1728,21,706,1315
30771,50494,851,2296,1446,1505,11,1800,2171
52975,85878,851,1788,1604,1619,8,100,1788
33358,54654,851,2362,2141,2235,31,96,1125
33362,54670,851,2335,1323,1355,19,824,45
50901,82654,851,1790,1528,1544,9,96,550
98352,156566,851,2273,1802,1814,6,803,1211
44634,72653,851,2389,827,856,17,2028,1719
16454,27069,851,2356,1054,1123,5,2044,935
92004,147066,851,2340,1718,1748,21,838,1809
63113,101896,851,2396,2148,2220,24,2016,2396
1426,2305,851,545,2108,2125,8,706,673
77265,124256,851,2295,1756,1820,12,2016,2184
27816,45605,851,2277,855,910,10,706,1576
17933,29598,851,810,1608,1616,4,955,785
73597,118634,851,1997,1559,1608,4,1798,515
72000,116002,851,2389,842,911,17,2018,1702
40176,65630,851,2267,1635,1652,10,1799,223
79197,127388,851,2273,2021,2033,6,783,267
39695,64749,851,2412,1457,1504,3,2038,2051
49553,80554,851,811,1307,1321,7,2043,1984
6662,10818,851,2161,1559,1615,8,2044,643
20858,34354,851,83,1434,1458,18,2026,1816
10459,17311,851,157,1404,1416,7,2019,1329
8436,13729,851,1790,1442,1458,9,718,52
68148,109784,851,810,1254,1302,4,824,766
59428,96066,851,2358,912,948,29,851,948
49126,79856,851,810,1524,1532,4,2038,759
94824,151262,851,157,1241,1253,7,2043,1739
54248,87961,851,635,1248,1301,6,806,602
88768,142248,851,2273,1035,1047,6,2044,1204
20897,34439,851,2359,1833,1915,26,100,580
4785,7662,851,1997,1633,1642,4,2025,1221
70242,113093,851,2348,1545,1620,25,2042,2158
23159,38196,851,811,2249,2303,7,2043,1295
20786,34237,851,435,2203,2215,6,2015,654
96643,154103,851,2272,930,941,6,814,1942
10422,17264,851,308,1625,1644,7,821,699
33897,55568,851,1997,1116,1125,4,2041,1235
94645,151009,851,2266,1735,1749,5,1802,745
55881,90592,851,810,1230,1238,4,2013,1291
92694,148093,851,815,1418,1430,5,2019,881
77886,125292,851,2272,1650,1701,6,851,360
29532,48349,851,2267,1415,1432,10,832,1585
41557,67795,851,2356,1359,1428,5,96,937
60393,97455,851,1997,1121,1130,4,2024,2152
16375,26961,851,1787,1420,1436,9,2023,540
69249,111474,851,2356,1919,1948,5,1802,1260
33659,55159,851,2267,1046,1103,10,2038,259
21906,36046,851,595,942,951,5,2014,1945
24157,39777,851,691,1303,1316,7,747,691
21413,35235,851,2163,1651,1704,7,2013,2163
57582,93231,851,1997,1205,1214,4,2020,2151
87790,140818,851,98,1737,1759,10,2019,1753
27274,44726,851,2350,2106,2127,8,1799,2009
56102,90910,851,923,2004,2018,7,2026,572
59857,96698,851,1999,1650,1658,4,2023,2144
31812,52248,851,2382,1702,1735,24,96,2183
36306,59351,851,2274,1018,1028,5,2046,2139
1476,2372,851,635,1343,1356,6,2028,599
41780,68120,851,2379,1740,1852,28,2027,2378
27891,45726,851,84,1532,1555,17,817,1362
94301,150517,851,1997,1032,1041,4,853,472
92086,147221,851,1790,938,954,9,2038,1458
82851,133062,851,816,1903,1909,3,478,1441
59716,96498,851,2350,1508,1529,8,747,871
43259,70520,851,2357,759,832,22,2043,1640
34443,56474,851,1348,1806,1830,10,1798,868
50374,81823,851,2412,2022,2029,3,708,1725
10297,17072,851,156,1647,1741,31,806,1134
23420,38632,851,2290,1249,1311,11,2046,736
31588,51856,851,2389,1617,1646,17,2028,1326
18514,30468,851,1999,901,909,4,2045,2146
77498,124653,851,2272,1307,1318,6,747,1937
38588,63007,851,157,1911,1923,7,814,1740
94617,150976,851,1772,1133,1150,9,803,1772
96120,153267,851,1787,1420,1436,9,1801,619
23181,38233,851,811,751,805,7,783,811
24144,39760,851,2306,813,839,14,1802,1079
21614,35590,851,554,819,838,10,2045,554
76816,123579,851,815,850,902,5,1803,884
45208,73561,851,1997,1914,1923,4,853,376
2050,3241,851,528,919,936,9,2027,1895
9175,14989,851,2268,1341,1355,9,1796,1573
80515,129353,851,2297,1542,1603,11,2024,2297
14306,23435,851,2352,547,621,16,955,1656
82799,133000,851,2293,2104,2125,11,2016,2293
37410,61124,851,1790,1628,1644,9,817,582
7338,11887,851,2357,1421,1454,22,1800,1321
90792,145345,851,2275,1241,1253,7,1796,293
35154,57585,851,2277,2001,2016,10,1953,1579
52904,85787,851,811,559,613,7,2045,828
44772,72903,851,2389,938,1007,17,1797,1611
15410,25321,851,2270,1258,1314,11,806,1690
3298,5270,851,536,1810,1825,7,835,1898
82326,132227,851,492,1313,1323,5,814,395
43988,71652,851,2273,2159,2211,6,2015,1216
28423,46619,851,2161,1024,1040,8,2013,421
42837,69827,851,139,1849,1922,17,2028,1850
16761,27557,851,2274,1815,1825,5,835,320
44199,71981,851,514,1336,1347,5,2025,779
26842,44085,851,595,902,911,5,1953,2195
27149,44545,855,2393,1145,1405,127,855,1426
50798,82496,855,1997,1646,1658,5,855,1232
49139,79882,855,157,908,920,8,1280,1761
14735,24159,855,1774,1242,1258,8,820,1883
12840,21046,923,810,1241,1248,3,923,781
51371,83413,923,2350,2127,2143,7,923,2012
70366,113280,923,166,1502,1520,9,572,134
38457,62788,923,157,2050,2110,13,923,1755
3957,6291,923,2336,912,938,18,923,28
14139,23134,923,2272,1810,1820,4,565,1217
64542,104137,923,2291,813,823,3,565,2291
14966,24626,923,308,1435,1445,3,923,354
93881,149893,923,1995,1238,1252,7,572,1959
52498,85219,923,2343,1737,1809,17,923,212
58807,95135,923,2389,1831,1908,24,599,186
57146,92565,923,2256,1215,1223,3,572,299
55984,90746,923,851,938,951,7,923,706
81731,131317,923,2301,2217,2231,6,923,1075
95550,152419,923,2300,1927,1939,5,565,809
18484,30434,923,97,653,702,3,565,1748
42287,68903,923,2389,1650,1727,24,599,1696
43524,70939,923,143,1319,1339,11,572,986
76445,123025,923,2291,1816,1826,3,565,2291
93180,148743,923,816,924,935,5,572,959
90217,144403,923,157,747,807,13,599,1329
26712,43921,923,2350,2052,2108,7,572,906
38574,62977,923,157,1400,1420,13,599,1724
22068,36342,923,2272,1647,1657,4,565,1940
24870,40943,923,2267,1739,1755,9,599,263
24143,39759,923,851,727,740,7,565,2013
11747,19395,923,2328,1049,1107,8,565,2328
78634,126508,923,2362,1421,1505,25,565,2458
77327,124352,923,2382,2141,2221,26,572,2382
38586,62993,923,1995,1405,1419,7,572,1995
24752,40742,923,2274,1243,1257,7,572,310
3344,5350,923,1348,1352,1404,4,599,1348
30676,50373,923,2298,1548,1600,5,572,399
52112,84564,923,2343,1856,1928,17,565,2070
28851,47260,923,98,933,943,4,572,710
21259,34979,923,2355,1409,1439,28,565,2061
50405,81863,923,153,702,732,14,923,106
6904,11265,923,2313,1435,1449,6,923,2313
98237,156407,923,2315,1132,1150,9,923,1619
57330,92868,923,1997,730,745,7,923,376
92598,147965,923,811,1529,1538,4,599,1987
84928,136364,923,2262,717,724,3,565,384
83705,134404,923,2272,704,714,4,572,302
33646,55139,923,2287,606,616,4,923,741
77912,125336,923,2327,1437,1451,7,923,191
12440,20464,923,810,1103,1110,3,599,810
95769,152739,923,1999,1331,1344,7,599,2144
92847,148297,923,2350,828,844,7,599,860
63489,102499,923,2362,1244,1328,25,923,104
45583,74119,923,2346,1126,1153,12,599,1147
83650,134323,923,2350,1838,1854,7,565,891
8120,13102,923,2298,625,637,5,565,704
85607,137418,923,2326,1041,1057,8,565,1110
28203,46245,923,2328,851,909,8,923,1105
12308,20258,923,1998,1438,1452,7,565,456
54706,88688,923,1131,2140,2158,9,572,15
31927,52423,923,1998,328,342,7,923,456
98604,156904,923,2362,1244,1328,25,923,2455
44632,72651,923,2389,1100,1137,24,923,1719
24698,40659,923,2267,1917,1933,9,565,2267
13666,22379,923,2335,936,1009,18,923,1532
19744,32470,923,2389,1656,1733,24,572,260
57093,92454,923,811,1517,1526,4,599,1987
35637,58358,923,2342,1109,1137,20,565,1385
76842,123609,923,2352,1842,1920,18,565,2104
82390,132323,923,811,1823,1832,4,565,1294
79213,127410,923,2321,1632,1654,9,599,2320
72856,117420,923,816,1447,1458,5,923,1237
97910,155934,923,2275,1112,1127,8,572,270
60928,98292,923,595,1029,1039,5,565,1930
86442,138820,923,2389,2118,2155,24,565,189
39775,64916,923,2412,1223,1238,9,599,2050
82,114,923,1131,2335,2353,9,923,15
15819,25971,923,2358,2308,2352,35,923,250
52045,84454,923,2343,1040,1112,17,572,1132
42452,69179,923,1348,1555,1607,4,599,873
82208,132041,923,2269,1300,1320,12,565,1672
60124,97081,923,2355,1610,1640,28,572,2356
995,1624,923,94,1754,1804,3,599,2167
54338,88112,923,2332,2236,2306,14,565,185
79389,127704,1051,153,1544,1613,13,1051,1101
43656,71152,1051,2382,1152,1232,26,599,1318
35272,57767,1051,2306,1330,1345,7,553,2239
59461,96117,1051,2382,1707,1747,26,565,1639
16622,27327,1051,2350,1238,1254,7,565,2012
5410,8787,1051,2287,618,627,3,553,1429
44140,71907,1051,2382,2030,2110,26,565,1320
80839,129895,1051,157,2225,2244,13,624,1739
75651,121787,1051,492,1351,1401,4,1051,406
50153,81463,1051,2396,2141,2219,28,1051,1977
49861,81031,1051,492,2155,2205,4,553,2197
40717,66439,1051,2356,1140,1216,9,565,937
61711,99647,1051,156,1517,1559,24,565,1133
74740,120413,1051,244,1701,1712,5,599,222
92386,147659,1051,810,1412,1418,3,624,804
49642,80704,1051,2297,751,803,5,1051,2297
90538,144978,1051,2389,1912,1948,24,624,1327
86371,138728,1051,2273,551,603,7,599,294
80988,130177,1051,2272,953,1002,4,565,1932
30382,49869,1051,98,1727,1736,3,553,1753
83479,134044,1051,2300,1408,1419,5,565,1067
43851,71450,1051,2396,2147,2225,28,565,1977
13704,22459,1051,2285,1332,1340,3,565,2285
16458,27073,1051,851,1207,1219,7,1051,832
25786,42246,1051,2302,1518,1532,6,565,2302
88181,141394,1051,2412,1750,1804,9,553,2049
86550,138998,1051,2356,2007,2043,9,565,1257
3555,5688,1051,2389,1057,1133,24,553,199
94846,151302,1051,2277,1747,1805,10,565,1263
26951,44248,1051,811,1024,1032,4,565,889
16619,27324,1051,2350,803,819,7,553,2009
60915,98277,1051,2325,1135,1152,8,624,1522
75620,121747,1051,2329,557,611,7,565,1113
90563,145016,1051,554,1528,1535,3,565,1050
26840,44083,1051,810,2335,2341,3,553,802
20082,33020,1051,2329,541,555,7,553,1120
56184,91027,1131,2346,1814,1826,5,1131,1148
93301,148910,1131,545,911,937,9,15,681
20994,34563,1131,2262,738,802,11,1131,487
19062,31406,1131,2320,537,541,4,2404,2319
36835,60204,1131,327,2108,2115,3,2404,1185
80563,129412,1131,244,1009,1020,5,15,2187
67092,108105,1131,2300,1327,1337,4,15,2213
15632,25672,1131,244,1335,1346,5,1131,233
33070,54212,1131,2256,657,719,10,1131,349
96399,153696,1131,2326,705,720,8,2404,2326
6260,10124,1131,2332,1750,1810,10,2404,2332
