indiv_id,trip_id,origin_taz,destination_taz,origin_departure_time,destination_arrival_time,travel_distance,origin_node,destination_node
91397,146180,2289,244,1557,1603,3,2403,996
72912,117505,2289,2307,818,827,4,735,2307
80865,129930,2289,2260,555,611,5,735,457
7218,11710,2289,139,1907,1922,6,749,1850
12201,20129,2289,2272,2054,2112,7,749,336
71524,115193,2289,2296,944,951,4,735,2296
60673,97889,2289,156,1902,1936,20,735,1133
58539,94789,2289,2309,2041,2049,4,739,2234
70783,113959,2289,1774,1028,1044,5,739,1774
59356,95972,2289,545,755,811,4,749,673
96568,153981,2289,1790,1101,1115,4,739,568
82829,133035,2289,2334,922,940,9,2289,498
37631,61454,2289,528,1719,1735,5,749,2459
33826,55467,2289,2338,1819,1846,15,735,2338
29623,48484,2290,2280,818,836,12,1323,1599
55197,89479,2290,2267,1055,1119,12,2410,1570
9792,16142,2290,2264,1223,1240,5,736,709
21709,35750,2290,2340,1655,1721,17,2410,628
71746,115539,2290,1352,1202,1222,7,736,285
66601,107332,2290,1754,1228,1247,6,2410,1754
91338,146112,2290,1790,849,904,4,2410,605
27476,45013,2290,1768,1341,1400,6,1323,886
33287,54520,2290,671,802,819,5,736,671
23884,39368,2290,2330,1824,1838,7,2410,159
75900,122167,2290,2159,1558,1611,3,1323,2159
81382,130782,2290,2260,1050,1107,5,1323,480
38268,62529,2290,2305,851,858,4,1323,1356
46386,75418,2290,2326,1623,1633,5,2290,417
5760,9344,2290,2250,658,712,3,2290,380
5915,9626,2290,2159,942,955,3,736,2159
78399,126161,2290,1131,1942,1952,5,1323,1131
9758,16085,2290,2362,1812,1846,20,2290,2362
94498,150780,2290,2250,1118,1132,3,736,2250
74929,120707,2290,1131,1645,1655,5,1323,2404
45909,74625,2290,2253,1716,1732,4,2290,1913
66811,107679,2290,1131,2030,2040,5,1323,1131
75635,121769,2290,2319,1952,2005,8,2410,2318
62158,100334,2290,1131,1849,1859,5,2290,1131
5762,9346,2290,2326,1120,1130,5,1323,224
17801,29374,2290,1461,1341,1355,3,2290,1461
80193,128900,2290,1790,2101,2116,4,2410,646
47599,77338,2290,2273,1721,1741,10,2410,271
76852,123623,2290,2323,1354,1408,6,2290,1170
5755,9339,2290,86,720,738,14,2290,86
35332,57867,2290,166,927,939,6,1323,1738
59779,96572,2290,83,1755,1816,15,1323,83
53437,86645,2290,1131,855,905,5,736,1131
62200,100402,2290,153,1016,1036,9,736,2484
6993,11386,2290,2328,731,743,6,2410,1104
53848,87299,2290,2343,852,915,13,1323,1132
54242,87942,2290,2334,952,1010,9,2290,2406
31661,51989,2290,2326,650,700,5,1323,170
45827,74495,2290,143,1207,1221,8,2290,163
46444,75505,2290,2320,2304,2314,7,2290,2319
44244,72039,2290,2320,2218,2228,7,736,2319
66151,106668,2290,2277,1820,1847,14,2410,972
84650,135881,2290,327,2104,2110,3,2410,464
78915,126942,2291,435,1048,1104,4,2291,435
49491,80479,2291,2266,518,539,6,2291,772
39816,64974,2291,2346,1333,1354,8,2291,2405
75826,122050,2291,2259,1533,1548,4,2291,757
32911,54007,2291,1787,1825,1839,3,2291,619
87880,140940,2291,1997,1615,1639,9,2291,363
35214,57671,2291,2343,738,804,14,2291,1694
12224,20161,2291,691,1342,1358,4,2291,630
88489,141806,2291,139,1156,1213,6,2291,1850
49065,79785,2291,2342,543,605,16,2291,1385
35212,57669,2291,2341,1050,1116,17,2291,2241
72817,117366,2291,2356,2003,2051,13,2291,937
42264,68873,2291,2349,1759,1826,21,2291,1518
26460,43532,2291,83,941,1001,14,2291,1840
10442,17294,2291,2326,1308,1318,4,2291,417
18755,30838,2291,434,1849,1905,4,2291,676
77859,125238,2291,1790,1157,1211,3,2291,600
10841,17954,2291,2257,1221,1238,4,2291,442
78563,126395,2291,2254,1219,1233,3,2291,1910
88277,141511,2291,528,1125,1141,4,2291,2459
8225,13298,2291,2326,1009,1019,4,2291,170
57169,92598,2291,2345,1359,1417,9,2291,2345
87141,139852,2291,2262,2310,2327,5,2291,850
80844,129906,2291,1790,1000,1014,3,2291,552
55761,90439,2291,2325,2302,2314,5,2291,1522
86258,138524,2291,2327,548,556,4,2291,227
27127,44523,2291,2272,932,949,7,2291,335
93273,148877,2291,2323,1026,1043,7,2291,2363
98769,157137,2291,2335,1537,1603,15,2291,1610
61061,98574,2291,2319,1849,1905,8,2291,2409
72756,117243,2291,537,1459,1516,5,2291,1890
61258,98878,2291,923,946,1000,3,2291,565
77275,124276,2291,923,1942,1956,3,2291,565
67894,109418,2291,1997,1136,1200,9,2291,2191
16103,26514,2291,537,952,1009,5,2291,537
62442,100829,2291,2306,1528,1538,4,2291,1084
32751,53717,2291,2280,943,1001,11,2291,1599
82838,133044,2291,2325,732,744,5,2291,1522
14244,23341,2291,811,1626,1647,8,2291,1294
6224,10078,2291,1774,1152,1208,5,2291,1774
10599,17529,2291,2283,1907,1923,10,2291,1545
50559,82074,2291,1131,1916,1928,5,2291,15
62566,100993,2291,156,2200,2237,21,2291,1134
7781,12584,2292,671,1901,1919,6,2292,671
67909,109436,2292,2323,824,841,8,2292,1171
4132,6576,2292,2329,502,510,3,2292,192
67912,109439,2292,166,1334,1344,5,2292,142
26778,44005,2292,2327,1118,1124,3,2292,234
11728,19367,2292,2327,1119,1125,3,2292,546
25467,41762,2292,2283,707,721,9,2292,1820
36505,59663,2292,143,857,909,6,2292,165
98860,157252,2292,2161,1805,1819,4,2292,645
79654,128123,2292,2318,1713,1731,9,2292,1718
93419,149062,2292,492,1444,1502,7,2292,1951
89924,143972,2292,2163,1043,1059,5,2292,452
68186,109853,2292,2251,957,1012,4,2292,419
37642,61474,2292,594,1447,1501,6,2292,448
66889,107797,2292,2264,740,756,6,2292,1925
38741,63264,2292,331,1544,1558,5,2292,377
38628,63081,2292,2362,706,743,22,2292,2079
38129,62272,2292,2327,1602,1608,3,2292,555
69218,111438,2292,2328,1117,1127,4,2292,1108
31129,51103,2292,815,2212,2234,9,2292,932
67289,108422,2293,2307,942,954,5,2293,1138
80109,128783,2293,2281,807,821,10,386,1558
8075,13046,2293,2327,755,801,3,386,2174
62256,100493,2293,2326,1829,1837,4,2293,1110
3299,5271,2293,2350,708,736,11,2293,2012
82796,132997,2293,1772,1722,1740,6,2293,1887
51004,82779,2293,2350,1052,1120,11,386,2004
28453,46660,2293,2326,1329,1337,4,386,1109
86631,139124,2293,327,1103,1113,4,2293,1185
27702,45391,2293,2319,1309,1325,9,2293,2409
15325,25180,2293,83,1727,1745,13,386,1838
2638,4150,2293,2327,1823,1829,3,2293,2175
12005,19820,2294,2327,1601,1609,4,2294,558
52529,85263,2294,2309,1000,1009,6,2294,2309
24957,41056,2294,2283,1044,1100,10,2294,1821
64361,103861,2294,2395,1054,1157,55,2294,1488
46241,75206,2294,2326,912,921,4,2294,232
94354,150593,2295,2329,1735,1741,4,2418,993
64044,103375,2295,1757,1333,1354,7,251,1888
35499,58114,2295,2321,757,809,5,2295,1764
18040,29774,2295,492,843,904,8,2184,1236
44839,72986,2295,2326,1043,1052,5,2184,417
45176,73520,2295,2250,952,1008,4,251,328
52813,85651,2295,2299,725,732,3,2418,2180
28292,46395,2295,1461,818,835,4,2184,1461
63320,102205,2295,2330,1442,1454,7,251,159
34030,55763,2295,2327,1032,1040,5,2418,234
35262,57743,2295,1790,849,906,5,2419,1790
6009,9769,2295,2159,1200,1216,4,2419,2159
85771,137665,2295,2329,1901,1907,4,2184,999
73843,119022,2295,2350,1256,1327,12,2419,902
85768,137662,2295,2326,1302,1311,5,2418,1109
16250,26762,2295,2161,1836,1852,4,2419,421
32664,53615,2295,1051,904,920,4,2184,1051
86825,139424,2295,2328,1614,1624,5,2295,2328
85759,137653,2295,2329,323,329,4,251,993
81182,130465,2295,143,1544,1558,8,2419,143
56269,91141,2295,1790,1325,1342,5,2418,52
2343,3724,2295,2329,1228,1234,4,2295,1731
52816,85654,2295,1131,718,728,5,2419,15
66218,106763,2295,2253,2115,2131,5,2419,383
69010,111097,2295,86,1424,1442,14,2418,1341
96733,154212,2295,671,854,913,6,2295,751
5202,8372,2295,2313,2040,2050,3,251,2313
41073,67061,2295,536,1048,1108,6,2419,714
21381,35189,2295,2283,1041,1058,11,2418,1554
95603,152496,2295,2329,1135,1141,4,2295,187
42355,69022,2295,2322,708,722,6,2295,2231
26046,42809,2296,1774,1101,1118,7,231,1774
91201,145920,2296,2281,821,833,9,219,1558
49327,80192,2296,2259,1844,1854,6,2296,757
1276,2099,2296,2325,1954,2004,6,2296,1854
22905,37780,2296,2319,1056,1111,10,231,2409
12450,20489,2296,2260,706,719,6,231,475
15896,26081,2296,2353,2252,2324,24,2171,1513
25576,41944,2296,2163,458,511,5,2296,476
37128,60662,2296,2322,1229,1244,8,2171,1090
49353,80238,2296,2316,824,844,7,231,639
22903,37778,2296,1790,755,810,6,219,605
90102,144242,2296,435,925,938,7,2296,435
78306,126009,2296,536,818,834,7,219,714
93417,149060,2296,2300,1659,1708,4,225,2221
56736,91939,2296,2306,859,907,5,231,1184
29917,49046,2296,2346,904,924,10,225,1147
45232,73597,2296,815,2234,2253,10,219,1292
10165,16864,2296,2327,1143,1146,3,219,191
49121,79851,2296,810,1729,1745,9,219,802
28705,47034,2296,2163,1213,1226,5,219,476
70054,112771,2296,434,2231,2245,7,231,560
23221,38294,2296,166,1024,1033,4,231,142
20224,33356,2296,545,539,555,6,2296,670
2053,3244,2296,2320,2011,2023,10,2171,1980
12464,20506,2296,2274,1440,1458,10,231,2139
27788,45539,2296,1754,1517,1536,8,2171,109
15960,26203,2296,2275,1029,1047,10,2171,288
23386,38567,2296,244,1240,1244,3,2296,2187
50861,82592,2297,2329,1043,1048,3,2297,211
37403,61112,2297,2287,621,629,3,2297,2287
43858,71465,2297,545,1139,1157,6,2297,681
85137,136721,2297,2313,912,923,5,2297,2313
84642,135873,2297,1790,904,920,5,2297,579
80513,129351,2297,851,731,752,11,2297,2038
85530,137292,2297,2287,918,926,3,2297,741
7667,12408,2297,331,713,725,5,2297,357
17949,29616,2297,1787,1422,1438,5,2297,592
83414,133955,2297,2327,631,636,3,2297,227
49314,80157,2297,2319,757,813,10,2297,2409
98291,156489,2297,2357,2108,2147,25,2297,2384
49643,80705,2297,2259,1106,1118,6,2297,760
79640,128097,2297,2326,731,736,3,2297,433
18783,30883,2297,2341,2015,2038,16,2297,2245
89333,143070,2297,2288,933,942,3,2297,773
13057,21352,2297,2159,1129,1143,4,2297,2159
63209,102011,2297,1131,1003,1015,7,2297,2404
78967,127014,2297,2336,711,728,13,2297,27
84188,135165,2297,691,1037,1053,6,2297,698
12313,20268,2297,2330,512,520,5,2297,571
7558,12238,2297,166,1429,1438,5,2297,1747
7678,12421,2297,2259,715,727,6,2297,830
19039,31360,2297,308,458,514,5,2297,306
97101,154718,2298,2325,1602,1613,7,404,1854
71240,114740,2298,2329,1402,1408,4,319,216
4722,7510,2298,1358,2111,2132,7,235,1881
50824,82540,2298,2302,1323,1333,5,235,1020
90453,144820,2298,1769,1816,1834,6,704,910
11046,18260,2298,244,1014,1019,3,399,2193
59472,96134,2298,2283,2003,2015,9,235,1820
95950,152993,2298,2314,1352,1400,4,392,2205
47640,77414,2298,537,1255,1311,6,404,537
41688,67956,2298,331,1233,1245,5,228,377
31966,52485,2298,244,854,859,3,404,244
9349,15310,2298,2250,728,741,4,399,379
19100,31471,2298,2287,1431,1438,3,399,774
53003,85935,2298,2321,1217,1231,8,704,1765
74056,119366,2298,241,1826,1833,3,392,241
74515,120088,2298,2358,940,1031,38,404,250
35829,58630,2298,244,1939,1944,3,399,2187
75722,121880,2298,2321,2146,2200,8,704,1145
97220,154898,2298,2382,1832,1915,27,704,951
25823,42289,2298,2320,1641,1654,10,2298,1980
69776,112347,2298,2339,1324,1343,14,704,1400
95054,151600,2298,2308,740,751,6,319,1013
24132,39740,2298,2325,1742,1753,7,228,2325
18027,29758,2298,2341,1852,1915,16,235,2246
71237,114737,2298,2159,943,957,4,228,2159
12489,20540,2298,1131,1003,1015,7,404,15
12534,20628,2298,545,2138,2155,5,392,673
84844,136244,2298,2348,1631,1659,20,704,1495
82818,133019,2298,2340,1824,1846,15,399,72
53618,86907,2298,2322,2011,2027,8,235,1137
62451,100838,2298,1787,748,804,4,319,1787
72187,116290,2298,2266,1452,1509,7,2298,648
90360,144667,2298,2251,2212,2225,4,392,666
45337,73758,2298,2310,1726,1739,8,235,2310
62453,100840,2298,244,1332,1337,3,399,2420
69352,111643,2298,2329,804,810,4,399,190
83424,133971,2298,2269,1407,1424,12,396,2269
69190,111392,2298,528,1145,1202,5,396,1893
97912,155939,2298,2259,1216,1227,5,228,400
78128,125706,2298,2301,901,910,4,319,1071
6115,9916,2298,2326,1052,1058,3,392,232
50975,82742,2298,434,1502,1517,6,235,541
16671,27396,2298,157,2156,2224,17,228,1329
15721,25816,2298,2321,643,657,8,704,1080
9099,14860,2298,2306,1459,1508,6,228,2230
14683,24068,2298,244,1516,1521,3,235,2186
88519,141853,2299,2300,950,958,4,2181,2220
52814,85652,2299,2295,1556,1602,3,2179,2419
12377,20365,2299,691,1104,1121,5,2182,622
87912,140986,2299,244,1742,1748,3,2179,1024
2169,3438,2299,2356,1836,1922,13,2182,1264
32318,53073,2299,2349,1505,1533,22,2182,25
46758,75969,2299,2326,1129,1138,3,2181,213
61547,99380,2299,1769,1452,1510,6,2179,1769
14544,23830,2299,1772,757,815,6,2299,1882
83625,134285,2299,2259,713,727,5,2180,450
29553,48384,2299,2262,909,925,5,2182,487
18684,30734,2299,331,720,735,5,2182,413
20576,33926,2299,1051,953,1007,4,2181,1051
61139,98704,2299,157,1422,1453,17,2182,1329
5444,8850,2300,1131,810,818,4,2213,15
91719,146645,2300,2330,933,949,9,827,159
58078,94022,2300,2323,1830,1845,5,808,2363
66449,107131,2300,2277,1433,1502,15,808,1579
58380,94547,2300,2322,1222,1234,5,2213,1143
81321,130688,2300,575,1047,1104,5,827,557
86945,139593,2300,923,2143,2201,5,2300,599
86940,139588,2300,153,1119,1141,9,1069,1054
46495,75579,2300,492,1140,1204,9,833,1951
59595,96330,2300,2310,1215,1224,5,2213,2310
83006,133320,2300,2306,715,723,3,2300,2222
84123,135064,2300,2343,1353,1416,13,827,1694
1916,3034,2300,137,1415,1432,7,1068,1858
57056,92410,2300,2326,1927,1940,6,2199,170
45334,73755,2300,2310,1824,1833,5,2218,2235
62874,101517,2300,2362,2235,2310,20,2300,1119
40803,66604,2300,1461,1652,1709,5,809,1461
3188,5021,2300,1360,1234,1256,7,2199,1947
28905,47339,2300,2250,839,855,4,2300,328
93210,148790,2300,2315,918,927,5,1067,1377
69098,111246,2300,2319,1344,1356,7,2220,2409
7263,11789,2300,2298,853,901,3,1067,399
78845,126851,2300,2354,2109,2145,28,825,1420
98992,157452,2300,2309,639,647,3,825,426
58090,94047,2300,1131,1923,1931,4,2213,2404
95442,152251,2300,1993,1231,1305,15,2300,2432
84119,135060,2300,2309,757,805,3,2218,2309
94211,150371,2300,436,1003,1023,6,833,917
40085,65507,2300,2353,1854,1931,26,827,38
88520,141854,2300,2299,1206,1214,4,2221,2299
80002,128618,2300,2325,552,601,4,2221,1087
76205,122637,2300,1790,1752,1809,5,2300,551
97369,155080,2300,153,1839,1901,9,1068,118
46055,74873,2300,2265,1026,1047,7,2206,1804
6780,11030,2300,1790,1023,1040,5,827,940
83320,133794,2300,2260,629,648,6,809,518
81070,130303,2300,2161,958,1014,4,808,645
92030,147094,2300,2310,2127,2136,5,809,2235
83259,133686,2300,2367,1244,1350,60,808,7
98426,156661,2300,153,1152,1214,9,808,2484
55701,90313,2300,2320,1920,1929,6,825,1980
27667,45320,2300,2001,1421,1447,13,1066,2117
9868,16298,2300,153,1902,1924,9,809,116
34833,57102,2300,2349,1436,1506,22,2199,1431
48345,78550,2300,2306,1656,1704,3,2199,1766
11317,18704,2300,157,907,942,18,2300,1751
5533,8967,2300,2250,831,847,4,1067,328
81259,130592,2300,2306,851,859,3,2220,1078
5947,9688,2300,2298,1603,1611,3,1067,404
70622,113702,2300,2323,1558,1613,5,2218,1171
5646,9116,2300,1790,1245,1302,5,1068,627
5278,8519,2300,2312,1810,1817,3,825,620
53889,87369,2300,2344,1612,1642,14,1066,2065
79316,127580,2300,1131,1158,1206,4,809,2404
2525,3992,2300,2315,2118,2127,5,2199,2324
15743,25855,2300,2306,1615,1623,3,2199,1083
51952,84312,2300,1787,801,818,5,1066,540
68743,110725,2300,1131,935,943,4,825,1131
26135,42990,2300,2269,1041,1105,15,2213,1594
22604,37270,2300,2298,939,947,3,827,704
61426,99132,2300,1774,631,650,6,2221,1886
32594,53516,2300,97,1314,1320,3,2206,711
45798,74462,2300,537,1618,1638,7,2220,1903
38404,62715,2300,2298,1044,1052,3,2218,392
713,1158,2300,2279,2030,2052,13,2221,1676
31348,51471,2300,2306,725,733,3,827,2226
11336,18744,2300,545,933,952,6,808,545
61506,99300,2300,156,1040,1113,19,2220,1152
79418,127740,2300,545,1128,1147,6,2218,1894
44236,72026,2300,153,1241,1303,9,2199,119
79224,127443,2300,554,1915,1936,6,2300,921
15283,25114,2300,2161,1439,1455,4,808,660
60313,97344,2300,2306,1644,1652,3,2300,1083
95673,152593,2300,2307,1949,1957,3,1067,2307
4842,7790,2300,2328,851,906,7,825,1106
82517,132585,2300,2256,1556,1614,6,1067,1907
68099,109712,2301,1788,745,803,5,730,1788
59362,95978,2301,2307,1211,1218,3,1072,1140
79821,128348,2301,2325,1331,1337,3,730,1522
6850,11158,2301,2251,1143,1201,5,1070,364
27634,45252,2301,2281,1315,1334,13,1073,1558
87598,140524,2301,1774,1003,1024,7,1072,1774
97745,155662,2301,2162,1204,1224,6,2301,460
64609,104255,2301,2283,637,656,13,2301,1301
20086,33045,2301,2329,612,620,4,1071,216
31692,52023,2301,2362,1413,1445,19,1075,2362
1280,2106,2301,143,1635,1651,10,1075,1552
47884,77770,2301,635,1001,1020,6,1071,602
87602,140528,2301,98,1926,1936,3,1075,98
82355,132275,2301,691,1701,1721,7,2301,622
37130,60668,2301,2322,1811,1824,5,115,2231
25865,42383,2301,1131,1649,1658,3,1082,2404
89970,144027,2301,810,1020,1044,9,1082,776
51184,83128,2301,2350,2245,2318,13,2301,2005
73864,119055,2301,2253,653,711,6,1071,383
96218,153408,2301,1131,1155,1204,3,1074,2404
5108,8207,2301,1998,933,1000,13,1072,441
59924,96786,2301,2322,956,1009,5,1176,1090
73151,117891,2301,1131,2249,2258,3,730,15
53629,86947,2301,2391,1131,1314,65,1082,1438
23693,39061,2301,1461,2033,2051,5,1176,1461
76284,122749,2301,2321,1219,1229,4,1071,1145
52548,85284,2301,2343,1053,1117,14,1074,212
17691,29177,2301,2309,703,711,3,2301,426
90750,145299,2301,1787,720,739,6,278,592
6653,10809,2301,2329,951,959,4,1071,1120
82209,132042,2301,1790,843,902,6,1071,582
28441,46646,2301,2307,1131,1138,3,115,1142
25222,41438,2301,1051,1445,1503,5,1071,599
96001,153064,2301,1995,2007,2038,13,2301,1959
42905,69957,2301,2328,659,711,6,278,1104
67806,109303,2301,2272,902,922,9,1082,335
35493,58108,2301,2324,700,707,6,1070,1041
34341,56306,2301,2313,710,717,3,1176,2313
59920,96782,2301,2298,717,727,4,730,399
95629,152535,2301,2329,951,959,4,1082,1762
14553,23839,2301,2330,1156,1210,8,1072,1730
7857,12718,2301,2325,1357,1403,3,115,1854
59004,95412,2301,2281,727,746,13,1176,1555
10080,16706,2301,691,1428,1448,7,278,1891
3767,6003,2301,2327,827,838,6,1075,191
59065,95501,2301,2389,1437,1528,29,1176,812
39462,64350,2301,99,2157,2205,3,1074,2398
49800,80930,2301,2329,1103,1111,4,1074,2329
19115,31488,2301,2327,835,846,6,1071,532
44729,72837,2301,2330,725,739,8,1073,1730
34343,56308,2301,2326,1501,1511,5,115,1109
62769,101341,2301,2329,1112,1120,4,1072,1121
46678,75852,2302,2330,1055,1114,8,1179,159
18215,30051,2302,2291,2043,2053,3,1016,2291
529,849,2302,1461,1558,1618,6,1020,1461
22633,37349,2302,2291,1041,1051,3,2302,2291
53986,87537,2302,2333,1654,1711,8,1016,2333
17788,29327,2302,2259,819,841,7,2302,757
71263,114771,2302,2310,1414,1421,4,1017,2310
47668,77442,2302,2323,632,646,4,2302,1172
57704,93432,2302,2250,1404,1424,6,1178,446
35290,57788,2302,166,1113,1129,6,1017,166
44486,72414,2302,1787,1837,1857,6,1180,540
50825,82541,2302,2329,1439,1453,5,1016,1112
49701,80785,2302,2327,1531,1546,7,2302,2174
89679,143560,2302,1131,903,909,3,1178,1131
24418,40227,2302,2159,850,909,6,1178,2159
77911,125333,2302,156,943,1013,18,1016,1154
81783,131399,2302,545,710,732,7,1179,545
38306,62588,2302,2259,1538,1600,7,1020,653
496,780,2302,2279,2257,2323,14,2302,1680
44608,72616,2302,2328,1435,1452,7,2302,1108
44429,72341,2303,2389,1539,1621,26,242,2389
73551,118575,2303,2251,1356,1407,5,2176,347
87315,140153,2303,2163,1342,1354,6,2303,476
56022,90788,2303,923,837,850,6,2303,565
3287,5234,2304,1461,2012,2024,5,2177,1461
66798,107663,2304,1757,2209,2226,7,2178,2462
1621,2610,2304,2280,2244,2258,9,2304,1601
35855,58659,2304,2389,1529,1611,26,2177,1708
83713,134416,2304,2257,1807,1818,4,2304,423
52627,85388,2305,2334,2319,2337,7,1624,498
60225,97203,2305,2309,1011,1020,4,1365,2234
6779,11029,2305,2300,752,801,3,1767,827
2939,4601,2305,2250,931,951,7,1086,1906
91347,146121,2305,2327,1325,1337,7,1370,234
48588,78901,2305,2329,726,735,5,1791,1743
73396,118321,2305,2320,949,956,6,2305,2077
4289,6795,2305,2287,2101,2109,4,1365,1200
51514,83649,2305,2292,1712,1723,5,1767,2292
82024,131752,2305,2329,2118,2127,5,1791,216
38264,62525,2305,2283,643,703,14,1370,1821
45007,73229,2305,139,849,900,3,2190,1044
69918,112558,2305,244,1428,1435,3,261,1021
47303,76935,2305,1998,1523,1551,15,1767,456
81054,130275,2305,2354,853,927,27,2190,2354
99384,157993,2305,139,1058,1109,3,1792,1617
42746,69696,2305,815,1223,1251,12,1077,930
64584,104217,2305,2327,1923,1935,7,1370,556
3050,4823,2305,166,1141,1152,7,2414,166
93037,148547,2305,1999,1439,1506,14,1792,2145
86870,139480,2305,2369,1737,1819,30,1077,1164
55486,89949,2305,2319,1448,1501,6,1791,2318
2821,4441,2305,2309,1344,1353,4,1632,1756
54015,87582,2305,2333,2027,2047,8,2305,2333
70700,113838,2305,244,1529,1536,3,1085,997
26092,42926,2305,1358,1751,1818,10,2190,1358
6638,10752,2305,153,838,856,7,1791,1457
42055,68591,2305,2287,633,641,4,1767,774
93746,149635,2305,2329,1030,1039,5,1632,114
46733,75931,2305,2344,1503,1535,14,1624,2068
6673,10843,2305,2253,1419,1438,8,1086,1913
95374,152159,2305,1790,1233,1255,8,1370,552
3150,4977,2305,514,647,707,10,1356,1924
83628,134288,2305,2348,1514,1549,24,1791,9
65160,105158,2305,2391,1950,2132,63,1365,1483
32916,54015,2305,2330,1250,1304,8,1356,131
97050,154647,2305,1997,632,700,14,2305,1228
39223,63959,2305,2369,1256,1338,30,1767,1600
33944,55650,2305,1788,1649,1711,8,1791,547
5562,9005,2305,2300,1710,1719,3,1370,809
47110,76578,2305,1131,1940,1950,3,1767,2404
83037,133370,2305,1997,1004,1032,14,1086,2151
3052,4825,2305,2287,1303,1311,4,1365,768
29284,47992,2305,2287,1150,1158,4,1791,2402
8512,13864,2305,2320,1523,1530,6,1077,2319
14301,23427,2305,2328,1051,1104,7,1077,1105
52318,84906,2305,2343,1151,1217,15,1632,2070
2873,4501,2305,2322,1042,1053,3,1767,2467
28802,47173,2306,2253,1828,1847,7,2423,1913
69035,111137,2306,2326,1109,1120,5,2230,232
96762,154259,2306,2325,1547,1554,3,1079,2413
63980,103285,2306,2300,1559,1607,3,1766,2206
83654,134330,2306,2318,1524,1537,4,2229,1194
4083,6486,2306,166,937,948,6,2424,1127
3630,5781,2306,244,1054,1101,3,1736,1030
70313,113202,2306,1787,652,714,7,2239,1787
24145,39761,2306,143,1104,1121,10,1018,1557
39951,65275,2306,2315,1359,1409,3,1631,1623
71286,114801,2306,2291,1231,1242,4,1079,2291
62459,100846,2306,244,923,930,3,1982,995
44755,72880,2306,2323,1231,1241,4,1793,1171
62125,100299,2306,2369,717,759,30,1982,969
8257,13357,2306,2349,1112,1139,21,1982,1514
74924,120700,2306,143,909,926,10,2222,1556
1744,2777,2306,595,1604,1626,11,1183,454
89285,142998,2306,2270,1414,1440,18,2223,1671
10575,17467,2306,156,1008,1039,17,1982,178
815,1313,2306,2332,2030,2052,10,2226,2189
24333,40097,2306,2329,553,602,5,2223,211
37685,61539,2306,2352,1245,1328,24,2224,2101
15362,25246,2306,2323,1039,1049,4,1084,1171
86653,139161,2306,2250,1306,1326,7,2228,379
73578,118615,2306,2312,930,938,4,2230,451
96461,153844,2306,139,1914,1924,3,1750,1046
64518,104106,2306,2395,1032,1131,51,1018,2073
14079,23020,2306,2254,1404,1424,7,2230,344
48346,78551,2306,2328,1734,1746,6,2424,2328
42188,68785,2306,2273,749,812,13,2222,291
70566,113579,2306,2322,1108,1119,3,2422,2231
12049,19896,2306,2322,1143,1154,3,2227,2467
11455,18929,2306,2319,1308,1319,5,1184,1714
33226,54425,2306,98,1706,1718,5,2225,348
97111,154742,2306,2325,1225,1232,3,1982,1088
80876,129942,2306,2313,1409,1419,4,1183,2313
62537,100962,2306,2326,902,913,5,2225,1110
61796,99797,2306,545,647,711,8,2226,1894
90460,144833,2306,691,1009,1032,8,2424,691
25607,42015,2306,2345,1928,1938,5,1793,2375
3028,4780,2306,2320,904,910,4,2240,1980
6544,10620,2306,2286,941,951,4,2230,731
12258,20204,2306,2362,809,839,18,2222,2079
64290,103757,2306,2329,953,1002,5,2230,1762
50526,82025,2306,2344,1449,1519,13,2423,149
54279,87992,2306,2334,1316,1332,6,2238,2069
50282,81666,2306,2395,1356,1455,51,1019,1201
38420,62732,2306,157,841,916,20,1078,1739
51394,83447,2306,2336,2310,2333,17,1793,27
6603,10702,2306,2343,2036,2059,14,1766,2070
93992,150069,2306,2391,1450,1631,63,2422,941
4585,7288,2306,2289,802,810,4,2232,739
22182,36540,2306,2326,1925,1936,5,1083,224
60102,97057,2306,2345,852,902,5,2223,2345
54793,88815,2306,1790,1950,2012,8,1183,605
30817,50589,2306,1787,1714,1736,7,1018,589
26573,43715,2306,2315,700,710,3,2239,1623
77695,124992,2306,99,2156,2207,5,1184,99
84885,136302,2306,2320,1907,1913,4,2232,2077
4089,6495,2306,2278,1019,1051,18,2222,2278
51212,83163,2306,2275,722,748,14,1793,2129
8136,13150,2306,2369,2120,2202,30,2232,111
65922,106277,2306,2279,1718,1741,14,1749,1679
42621,69485,2306,2310,1727,1735,3,1750,2310
55842,90546,2306,2298,1540,1551,6,2238,704
6,6,2306,2269,1638,1702,16,1183,1672
30757,50478,2306,156,909,940,17,1749,178
18474,30415,2306,2310,1415,1423,3,1183,2310
80495,129330,2306,2338,1239,1308,17,1019,1355
29349,48093,2306,139,1100,1110,3,1184,1044
63380,102303,2306,2362,2020,2050,18,1750,352
16520,27172,2306,2316,1654,1710,5,1079,2315
76819,123582,2306,2329,1114,1123,5,1018,993
75720,121878,2306,2328,2010,2022,6,2229,2328
4170,6626,2306,2318,958,1011,4,2225,2063
65333,105394,2306,2310,926,934,3,2224,2310
58250,94310,2306,2289,1419,1427,4,1771,739
32951,54050,2306,97,1507,1518,5,2232,724
84234,135236,2306,2326,1306,1317,5,2424,433
62005,100126,2306,2369,2059,2141,30,1078,252
6574,10660,2306,244,1636,1643,3,2423,1024
66895,107803,2306,2412,1313,1343,16,2232,1331
54603,88501,2306,2340,1351,1421,20,1766,1808
